State,Crop,Year,Rainfall,Temperature,Humidity,Soil_Type,Nitrogen,Phosphorus,Potassium,Area,Yield
Sikkim,Wheat,2023,1644,29,59,Black,73,21,54,2187,4.76
Sikkim,Wheat,2024,430,27,53,Loamy,72,36,57,1020,3.18
Sikkim,Maize,2015,602,25,41,Sandy,76,50,51,4458,3.39
Sikkim,Maize,2016,586,17,90,Clay,63,21,59,1379,3.25
Sikkim,Maize,2017,727,20,89,Loamy,55,36,58,4648,3.41
Sikkim,Maize,2018,868,18,47,Black,63,54,36,2150,3.55
Sikkim,Maize,2019,717,34,46,Sandy,93,29,24,641,3.2
Sikkim,Maize,2020,1984,33,79,Black,41,24,57,4270,4.93
Sikkim,Maize,2021,1241,30,49,Red,51,48,34,3184,3.64
Sikkim,Maize,2022,1028,26,91,Clay,63,35,30,2955,3.98
Sikkim,Maize,2023,1099,20,44,Clay,82,25,41,943,4.12
Sikkim,Maize,2024,1955,24,39,Loamy,74,38,48,1170,5.06
Sikkim,Barley,2015,1056,23,43,Sandy,81,42,23,4795,4.39
Sikkim,Barley,2016,480,24,52,Red,84,34,36,3945,2.61
Sikkim,Barley,2017,526,29,56,Black,40,42,51,3134,2.88
Sikkim,Barley,2018,682,20,75,Loamy,41,39,46,4358,3.24
Sikkim,Barley,2019,1816,22,86,Red,83,29,35,2229,4.99
Sikkim,Barley,2020,1022,32,68,Black,98,26,24,3587,4.29
Sikkim,Barley,2021,1813,26,43,Laterite,47,51,28,1236,4.83
Sikkim,Barley,2022,939,17,43,Sandy,72,36,47,4664,4.14
Sikkim,Barley,2023,1418,27,57,Black,91,36,24,4068,4.45
Sikkim,Barley,2024,1804,23,69,Sandy,63,50,31,779,5.15
Sikkim,Millets,2015,677,18,82,Clay,84,26,29,2732,2.97
Sikkim,Millets,2016,564,28,63,Red,59,43,50,1415,3.31
Sikkim,Millets,2017,1282,27,88,Loamy,42,25,58,3419,3.87
Sikkim,Millets,2018,1855,35,80,Black,64,31,21,4903,5.2
Sikkim,Millets,2019,1832,17,68,Clay,62,53,54,3513,4.76
Sikkim,Millets,2020,1444,31,71,Red,65,21,43,2894,4.48
Sikkim,Millets,2021,1263,34,85,Black,66,36,49,3202,4.41
Sikkim,Millets,2022,1969,16,45,Clay,51,20,50,1341,5.39
Sikkim,Millets,2023,919,35,60,Loamy,52,23,29,4559,3.11
Sikkim,Millets,2024,421,18,64,Clay,89,24,27,4463,3.24
Sikkim,Cotton,2015,1375,18,71,Red,78,38,49,4111,4.23
Sikkim,Cotton,2016,1378,35,94,Red,49,53,41,3812,3.75
Sikkim,Cotton,2017,709,35,75,Sandy,60,24,31,4455,3.33
Sikkim,Cotton,2018,398,16,80,Alluvial,89,50,35,2570,3.04
Sikkim,Cotton,2019,468,33,88,Clay,97,31,21,4334,3.06
Sikkim,Cotton,2020,1249,25,49,Black,75,38,49,4179,4.5
Sikkim,Cotton,2021,1968,30,65,Alluvial,70,32,35,3848,5.7
Sikkim,Cotton,2022,1723,27,49,Loamy,53,27,25,4733,5.1
Sikkim,Cotton,2023,1984,19,87,Laterite,65,36,48,3757,5.46
Sikkim,Cotton,2024,1144,17,31,Loamy,53,56,41,1458,4.12
Sikkim,Sugarcane,2015,1757,24,56,Loamy,80,27,32,2457,4.9
Sikkim,Sugarcane,2016,1076,32,92,Clay,75,26,22,2600,3.67
Sikkim,Sugarcane,2017,1800,18,35,Black,96,60,37,4120,4.9
Sikkim,Sugarcane,2018,585,22,54,Black,80,55,29,2216,3.55
Sikkim,Sugarcane,2019,1213,31,35,Alluvial,62,23,38,2979,4.1
Sikkim,Sugarcane,2020,666,33,43,Alluvial,94,27,53,3791,2.97
Sikkim,Sugarcane,2021,325,31,94,Loamy,72,46,33,3386,2.52
Sikkim,Sugarcane,2022,1959,15,65,Black,93,55,44,3578,6.0
Sikkim,Sugarcane,2023,498,17,79,Red,51,26,38,1008,3.06
Sikkim,Sugarcane,2024,1139,21,62,Red,41,38,36,572,3.26
Sikkim,Pulses,2015,1106,18,38,Sandy,86,36,28,2286,4.26
Sikkim,Pulses,2016,1457,18,32,Clay,77,50,23,2610,4.6
Sikkim,Pulses,2017,859,32,42,Laterite,70,57,24,2448,3.9
Sikkim,Pulses,2018,717,20,52,Black,100,39,20,2885,3.21
Sikkim,Pulses,2019,1172,34,80,Red,41,28,53,1984,4.25
Sikkim,Pulses,2020,955,24,76,Red,97,38,43,4638,3.88
Sikkim,Pulses,2021,1626,20,86,Sandy,87,29,30,2450,5.28
Sikkim,Pulses,2022,1873,29,55,Red,64,43,39,3789,5.46
Sikkim,Pulses,2023,331,32,69,Clay,93,23,26,3103,2.64
Sikkim,Pulses,2024,768,29,39,Alluvial,76,37,29,3883,2.97
Sikkim,Groundnut,2015,1598,20,74,Sandy,94,33,34,591,5.22
Sikkim,Groundnut,2016,1405,35,94,Laterite,63,35,46,1412,4.17
Sikkim,Groundnut,2017,1499,32,54,Loamy,98,31,56,674,4.57
Sikkim,Groundnut,2018,1874,32,36,Loamy,44,34,44,4037,4.52
Sikkim,Groundnut,2019,658,18,78,Loamy,62,34,36,4945,3.4
Sikkim,Groundnut,2020,1827,24,34,Laterite,56,40,42,3713,5.21
Sikkim,Groundnut,2021,1082,20,63,Loamy,64,60,24,3584,4.05
Sikkim,Groundnut,2022,1782,23,41,Laterite,53,50,35,1011,4.6
Sikkim,Groundnut,2023,622,15,31,Loamy,63,54,26,3791,3.24
Sikkim,Groundnut,2024,647,27,42,Laterite,99,41,23,1828,3.78
Sikkim,Soybean,2015,838,17,83,Sandy,54,52,54,2302,2.9
Sikkim,Soybean,2016,727,22,80,Clay,90,21,44,4442,3.78
Sikkim,Soybean,2017,1006,24,93,Red,91,21,27,1393,3.54
Sikkim,Soybean,2018,313,29,89,Black,54,49,57,2142,2.66
Sikkim,Soybean,2019,926,20,87,Laterite,85,20,25,3870,3.7
Sikkim,Soybean,2020,1864,26,71,Sandy,98,20,34,2390,5.7
Sikkim,Soybean,2021,675,18,39,Alluvial,76,59,56,3717,3.03
Sikkim,Soybean,2022,1281,29,70,Clay,90,37,54,3326,4.39
Sikkim,Soybean,2023,1002,22,54,Loamy,51,50,25,3391,3.98
Sikkim,Soybean,2024,870,31,58,Black,78,26,40,2646,3.17
Sikkim,Tea,2015,996,35,56,Red,63,55,57,3266,3.72
Sikkim,Tea,2016,1513,16,36,Alluvial,41,24,54,3313,4.56
Sikkim,Tea,2017,811,30,36,Red,46,43,35,2063,3.57
Sikkim,Tea,2018,1604,17,52,Clay,58,43,42,1402,4.55
Sikkim,Tea,2019,1745,29,60,Loamy,64,49,34,2852,4.87
Sikkim,Tea,2020,1721,21,82,Sandy,46,31,26,2301,4.66
Sikkim,Tea,2021,1232,29,76,Red,85,31,38,1037,4.17
Sikkim,Tea,2022,1167,17,47,Black,74,56,21,1016,4.5
Sikkim,Tea,2023,970,19,70,Red,43,23,42,2561,3.89
Sikkim,Tea,2024,1264,22,55,Laterite,66,41,29,2887,3.67
Sikkim,Coffee,2015,1119,35,75,Black,46,26,50,2250,4.24
Sikkim,Coffee,2016,1429,21,71,Loamy,99,32,37,2853,4.46
Sikkim,Coffee,2017,1605,33,62,Alluvial,99,40,24,2423,5.46
Sikkim,Coffee,2018,625,22,50,Black,100,57,23,2039,3.12
Sikkim,Coffee,2019,1491,23,83,Loamy,57,21,29,1195,4.7
Sikkim,Coffee,2020,1227,30,57,Alluvial,97,20,53,1999,4.37
Sikkim,Coffee,2021,942,34,57,Black,82,22,29,2976,3.47
Sikkim,Coffee,2022,941,16,80,Clay,72,37,29,2027,3.37
Sikkim,Coffee,2023,507,24,69,Black,63,52,27,1029,2.78
Sikkim,Coffee,2024,1725,21,68,Red,49,24,37,959,5.23
Tamil Nadu,Rice,2015,1454,33,63,Laterite,68,49,42,784,4.09
Tamil Nadu,Rice,2016,634,18,75,Alluvial,43,26,43,3155,2.67
Tamil Nadu,Rice,2017,875,28,63,Laterite,47,21,32,2850,3.42
Tamil Nadu,Rice,2018,1461,33,91,Black,68,46,21,584,4.49
Tamil Nadu,Rice,2019,714,33,51,Black,47,32,58,3863,3.49
Tamil Nadu,Rice,2020,1283,21,36,Red,52,45,53,3173,4.28
Tamil Nadu,Rice,2021,1331,22,66,Black,51,53,24,4812,3.84
Tamil Nadu,Rice,2022,860,31,50,Red,54,55,33,3554,3.21
Tamil Nadu,Rice,2023,1401,31,55,Red,77,46,38,2464,4.25
Tamil Nadu,Rice,2024,1502,16,68,Laterite,77,45,53,2008,4.93
Tamil Nadu,Wheat,2015,309,18,73,Black,50,46,44,1393,2.16
Tamil Nadu,Wheat,2016,1607,34,47,Loamy,51,29,39,3474,4.49
Tamil Nadu,Wheat,2017,672,20,30,Clay,49,20,52,1639,2.93
Tamil Nadu,Wheat,2018,669,19,90,Clay,50,45,55,1207,3.02
Tamil Nadu,Wheat,2019,1043,16,75,Black,58,53,29,4040,3.22
Tamil Nadu,Wheat,2020,1872,15,64,Clay,60,55,22,1824,4.78
Tamil Nadu,Wheat,2021,659,26,44,Clay,42,28,58,3545,2.57
Tamil Nadu,Wheat,2022,1642,23,95,Clay,98,42,37,1162,4.63
Tamil Nadu,Wheat,2023,1265,17,60,Sandy,85,31,59,1750,4.29
Tamil Nadu,Wheat,2024,1297,22,30,Sandy,86,37,25,4923,4.52
Tamil Nadu,Maize,2015,1356,20,47,Loamy,98,41,21,4721,4.57
Tamil Nadu,Maize,2016,1732,30,78,Laterite,55,32,24,1311,5.05
Tamil Nadu,Maize,2017,647,34,73,Loamy,70,52,27,4397,3.06
Tamil Nadu,Maize,2018,721,27,90,Laterite,69,31,42,2215,3.55
Tamil Nadu,Maize,2019,1079,30,61,Laterite,64,57,29,1782,3.45
Tamil Nadu,Maize,2020,1293,26,62,Black,82,59,22,3836,4.1
Tamil Nadu,Maize,2021,1502,16,93,Black,41,44,33,4544,4.32
Tamil Nadu,Maize,2022,1983,33,48,Alluvial,55,42,23,4347,4.86
Tamil Nadu,Maize,2023,321,35,64,Red,68,21,21,1826,2.86
Tamil Nadu,Maize,2024,711,29,77,Red,84,34,30,4002,3.88
Tamil Nadu,Barley,2015,343,19,32,Alluvial,81,58,44,3308,2.78
Tamil Nadu,Barley,2016,737,31,77,Clay,47,52,35,4385,2.73
Tamil Nadu,Barley,2017,341,32,59,Clay,48,28,26,1217,2.53
Tamil Nadu,Barley,2018,466,24,35,Alluvial,42,20,29,766,2.86
Tamil Nadu,Barley,2019,428,17,44,Alluvial,63,38,57,2553,2.6
Tamil Nadu,Barley,2020,1317,33,92,Loamy,46,54,35,3382,4.09
Tamil Nadu,Barley,2021,723,33,36,Clay,94,42,53,3072,3.32
Tamil Nadu,Barley,2022,1701,20,88,Clay,58,55,45,852,4.78
Tamil Nadu,Barley,2023,758,25,71,Alluvial,89,24,42,3131,3.63
Tamil Nadu,Barley,2024,1400,26,48,Laterite,60,40,26,1297,3.86
Tamil Nadu,Millets,2015,1898,15,31,Black,84,47,53,991,5.23
Tamil Nadu,Millets,2016,965,17,76,Clay,59,28,56,4443,3.33
Tamil Nadu,Millets,2017,622,16,69,Loamy,82,29,33,2816,3.46
Tamil Nadu,Millets,2018,373,28,41,Black,70,35,46,786,2.56
Tamil Nadu,Millets,2019,1880,18,82,Loamy,80,46,43,2958,5.1
Tamil Nadu,Millets,2020,1210,29,35,Laterite,52,51,21,2824,4.42
Tamil Nadu,Millets,2021,1914,25,46,Sandy,61,24,50,2993,5.32
Tamil Nadu,Millets,2022,1330,22,42,Laterite,56,50,48,3758,4.39
Tamil Nadu,Millets,2023,1348,26,37,Sandy,82,45,34,1587,4.03
Tamil Nadu,Millets,2024,1719,22,82,Laterite,44,60,22,1220,4.26
Tamil Nadu,Cotton,2015,986,30,33,Alluvial,70,34,41,1242,3.84
Tamil Nadu,Cotton,2016,797,26,55,Laterite,76,36,37,943,3.83
Tamil Nadu,Cotton,2017,622,26,38,Loamy,70,52,34,2189,3.02
Tamil Nadu,Cotton,2018,1873,25,87,Clay,46,37,32,1308,4.81
Tamil Nadu,Cotton,2019,1102,33,57,Loamy,72,41,37,3901,4.01
Tamil Nadu,Cotton,2020,1788,15,76,Black,77,54,46,1899,5.39
Tamil Nadu,Cotton,2021,398,26,32,Alluvial,59,59,27,4021,2.94
Tamil Nadu,Cotton,2022,1156,21,88,Black,47,40,29,2225,3.85
Tamil Nadu,Cotton,2023,454,23,48,Clay,96,51,46,536,2.84
Tamil Nadu,Cotton,2024,863,22,91,Laterite,93,23,60,719,4.0
Tamil Nadu,Sugarcane,2015,586,27,75,Alluvial,41,22,39,4089,2.73
Tamil Nadu,Sugarcane,2016,1681,20,75,Black,99,48,30,4444,4.64
Tamil Nadu,Sugarcane,2017,1533,31,54,Loamy,73,40,43,1183,4.66
Tamil Nadu,Sugarcane,2018,1546,27,31,Sandy,48,29,40,4833,4.62
Tamil Nadu,Sugarcane,2019,1437,23,91,Clay,71,41,29,4909,4.77
Tamil Nadu,Sugarcane,2020,751,27,30,Laterite,74,42,57,2224,3.62
Tamil Nadu,Sugarcane,2021,453,35,82,Red,65,28,45,2201,2.33
Tamil Nadu,Sugarcane,2022,1992,27,48,Alluvial,71,26,27,728,5.61
Tamil Nadu,Sugarcane,2023,1835,18,76,Laterite,81,28,46,3327,5.45
Tamil Nadu,Sugarcane,2024,1331,35,77,Black,58,26,34,3284,4.24
Tamil Nadu,Pulses,2015,1916,22,88,Red,49,39,27,3314,5.37
Tamil Nadu,Pulses,2016,809,22,69,Red,60,23,40,1136,3.32
Tamil Nadu,Pulses,2017,1077,22,64,Black,50,50,39,1946,3.74
Tamil Nadu,Pulses,2018,1905,30,67,Clay,95,56,36,2452,5.27
Tamil Nadu,Pulses,2019,452,22,60,Red,50,27,60,3934,3.04
Tamil Nadu,Pulses,2020,1362,29,75,Black,96,25,58,1043,4.89
Tamil Nadu,Pulses,2021,1029,35,63,Alluvial,78,38,38,755,3.69
Tamil Nadu,Pulses,2022,813,17,72,Red,76,25,57,3379,3.53
Tamil Nadu,Pulses,2023,446,32,54,Black,53,23,47,2153,3.05
Tamil Nadu,Pulses,2024,1570,19,47,Sandy,74,50,49,1760,4.48
Tamil Nadu,Groundnut,2015,556,28,56,Red,79,29,35,3364,3.07
Tamil Nadu,Groundnut,2016,845,21,77,Red,88,30,35,2437,3.75
Tamil Nadu,Groundnut,2017,1392,31,30,Clay,95,31,41,2265,4.91
Tamil Nadu,Groundnut,2018,1637,18,45,Sandy,68,42,35,672,4.3
Tamil Nadu,Groundnut,2019,1213,34,34,Loamy,95,29,23,2716,3.98
Tamil Nadu,Groundnut,2020,1264,25,65,Laterite,74,24,52,3005,4.04
Tamil Nadu,Groundnut,2021,1579,30,48,Black,55,35,48,2833,4.62
Tamil Nadu,Groundnut,2022,996,28,69,Alluvial,61,34,20,1228,3.28
Tamil Nadu,Groundnut,2023,1051,26,55,Laterite,86,59,51,3067,3.68
Tamil Nadu,Groundnut,2024,965,21,90,Laterite,73,35,34,847,3.66
Tamil Nadu,Soybean,2015,1268,23,69,Alluvial,84,28,53,4633,4.15
Tamil Nadu,Soybean,2016,1581,21,57,Black,50,50,45,4183,4.82
Tamil Nadu,Soybean,2017,494,25,52,Sandy,83,44,46,2394,3.17
Tamil Nadu,Soybean,2018,1386,22,53,Alluvial,62,57,56,4091,4.47
Tamil Nadu,Soybean,2019,1114,35,33,Sandy,67,50,44,4969,4.11
Tamil Nadu,Soybean,2020,1015,31,59,Loamy,75,60,22,575,3.97
Tamil Nadu,Soybean,2021,1069,24,64,Loamy,70,54,25,2716,3.74
Tamil Nadu,Soybean,2022,1349,27,45,Clay,95,20,46,969,4.48
Tamil Nadu,Soybean,2023,336,21,36,Loamy,58,53,51,2435,2.98
Tamil Nadu,Soybean,2024,900,30,39,Alluvial,76,36,24,1766,3.88
Tamil Nadu,Tea,2015,1887,20,69,Laterite,88,32,60,4436,5.25
Tamil Nadu,Tea,2016,409,21,77,Laterite,100,54,32,4158,2.98
Tamil Nadu,Tea,2017,514,26,52,Alluvial,40,20,31,3623,2.64
Tamil Nadu,Tea,2018,1669,18,34,Black,96,34,58,1206,4.95
Tamil Nadu,Tea,2019,1127,28,59,Sandy,96,36,22,4278,4.06
Tamil Nadu,Tea,2020,1601,26,53,Loamy,71,60,51,1636,5.18
Tamil Nadu,Tea,2021,340,19,76,Laterite,89,48,23,2308,3.3
Tamil Nadu,Tea,2022,397,26,80,Clay,88,25,37,2325,2.85
Tamil Nadu,Tea,2023,834,18,39,Sandy,100,45,45,2225,3.3
Tamil Nadu,Tea,2024,1662,28,68,Black,54,39,51,4937,4.42
Tamil Nadu,Coffee,2015,1222,35,89,Clay,82,58,41,2856,4.4
Tamil Nadu,Coffee,2016,424,29,47,Red,50,38,26,1795,2.3
Tamil Nadu,Coffee,2017,1440,25,79,Black,94,54,30,4635,4.99
Tamil Nadu,Coffee,2018,521,34,73,Red,83,31,22,4753,2.97
Tamil Nadu,Coffee,2019,531,15,30,Laterite,72,58,30,3493,2.51
Tamil Nadu,Coffee,2020,1030,18,35,Loamy,49,26,52,3952,3.94
Tamil Nadu,Coffee,2021,1359,21,44,Sandy,92,55,41,1033,4.37
Tamil Nadu,Coffee,2022,1833,31,70,Clay,98,24,29,4693,5.12
Tamil Nadu,Coffee,2023,451,29,53,Red,52,35,49,2333,2.28
Tamil Nadu,Coffee,2024,528,17,47,Black,70,28,30,895,3.08
Telangana,Rice,2015,1404,28,50,Alluvial,97,46,24,4770,4.67
Telangana,Rice,2016,746,23,62,Black,83,48,22,3026,3.17
Telangana,Rice,2017,1157,20,80,Alluvial,52,37,23,2966,3.9
Telangana,Rice,2018,1689,26,38,Clay,89,24,23,2942,5.42
Telangana,Rice,2019,1682,34,67,Black,67,34,33,2525,4.9
Telangana,Rice,2020,1444,35,89,Clay,97,43,30,2183,4.69
Telangana,Rice,2021,1644,27,69,Sandy,60,33,48,2404,4.92
Telangana,Rice,2022,514,33,66,Laterite,50,28,59,1630,2.69
Telangana,Rice,2023,1628,17,57,Sandy,97,37,33,3266,5.25
Telangana,Rice,2024,1973,32,43,Sandy,66,28,20,3526,5.28
Telangana,Wheat,2015,1091,28,44,Alluvial,65,54,35,1134,4.19
Telangana,Wheat,2016,722,29,66,Alluvial,88,52,33,3872,3.11
Telangana,Wheat,2017,1185,20,95,Clay,94,23,60,4386,4.24
Telangana,Wheat,2018,593,17,44,Red,100,23,47,3013,3.2
Telangana,Wheat,2019,1242,26,71,Black,54,22,36,3165,3.57
Telangana,Wheat,2020,1575,23,68,Laterite,80,42,21,3335,4.52
Telangana,Wheat,2021,1098,16,36,Red,94,29,43,1101,4.26
Telangana,Wheat,2022,1885,15,59,Clay,61,41,26,1379,4.76
Telangana,Wheat,2023,1359,29,37,Loamy,56,50,20,2895,3.79
Telangana,Wheat,2024,719,28,73,Loamy,89,39,40,743,3.93
Telangana,Maize,2015,1737,28,72,Sandy,48,38,59,1516,4.8
Telangana,Maize,2016,1712,35,48,Sandy,72,60,50,3060,5.43
Telangana,Maize,2017,355,19,70,Sandy,46,45,40,4135,2.39
Telangana,Maize,2018,1414,28,38,Sandy,47,43,56,1540,4.22
Telangana,Maize,2019,1436,22,33,Loamy,52,30,50,4047,4.63
Telangana,Maize,2020,1585,22,95,Sandy,78,60,44,1567,4.44
Telangana,Maize,2021,1149,29,70,Loamy,41,34,46,2272,3.81
Telangana,Maize,2022,1239,30,70,Alluvial,84,25,39,3759,4.33
Telangana,Maize,2023,724,31,42,Laterite,49,51,56,3256,3.51
Telangana,Maize,2024,927,21,76,Clay,91,55,38,3384,3.91
Telangana,Barley,2015,881,27,74,Red,43,34,34,2418,3.32
Telangana,Barley,2016,659,29,61,Laterite,82,38,43,918,3.29
Telangana,Barley,2017,1420,21,87,Laterite,98,28,21,800,5.15
Telangana,Barley,2018,673,18,49,Clay,58,60,32,1924,3.5
Telangana,Barley,2019,1575,34,50,Alluvial,82,23,38,2585,4.56
Telangana,Barley,2020,1699,27,38,Sandy,50,43,21,4653,4.5
Telangana,Barley,2021,1120,33,65,Laterite,75,57,49,3493,3.62
Telangana,Barley,2022,1269,35,40,Clay,58,34,48,2781,3.7
Telangana,Barley,2023,1014,23,54,Sandy,71,38,42,723,3.46
Telangana,Barley,2024,668,35,53,Loamy,47,45,47,4514,3.4
Telangana,Millets,2015,1176,25,82,Sandy,87,24,25,2961,3.85
Telangana,Millets,2016,1514,31,81,Loamy,47,42,59,3295,4.86
Telangana,Millets,2017,1581,21,43,Sandy,58,50,21,4957,5.12
Telangana,Millets,2018,930,27,86,Red,48,50,40,1867,3.25
Telangana,Millets,2019,1999,34,52,Clay,61,38,38,902,4.93
Telangana,Millets,2020,694,35,34,Black,77,40,20,1784,3.09
Telangana,Millets,2021,1316,19,77,Sandy,65,42,37,2888,4.5
Telangana,Millets,2022,1828,25,36,Alluvial,54,43,34,4984,4.87
Telangana,Millets,2023,899,30,61,Clay,63,34,51,1646,3.81
Telangana,Millets,2024,396,15,94,Loamy,40,29,39,4132,2.06
Telangana,Cotton,2015,676,17,48,Alluvial,94,39,37,2305,3.54
Telangana,Cotton,2016,403,19,47,Loamy,89,53,29,4916,3.24
Telangana,Cotton,2017,1240,25,58,Red,72,32,25,1620,4.05
Telangana,Cotton,2018,1330,20,91,Loamy,87,27,58,3500,4.3
Telangana,Cotton,2019,1222,30,91,Black,47,34,30,719,4.32
Telangana,Cotton,2020,1936,32,91,Alluvial,61,43,53,2923,5.35
Telangana,Cotton,2021,1879,35,67,Alluvial,73,48,28,2599,4.86
Telangana,Cotton,2022,384,26,35,Loamy,86,32,55,1105,2.8
Telangana,Cotton,2023,1309,25,34,Black,40,55,37,1146,3.54
Telangana,Cotton,2024,308,35,64,Sandy,91,47,43,1947,2.63
Telangana,Sugarcane,2015,961,32,36,Sandy,87,54,42,2327,4.26
Telangana,Sugarcane,2016,1762,15,48,Clay,40,60,47,4736,4.72
Telangana,Sugarcane,2017,1702,19,69,Loamy,62,38,28,3619,5.25
Telangana,Sugarcane,2018,1350,30,81,Laterite,88,36,47,732,4.29
Telangana,Sugarcane,2019,519,35,89,Sandy,64,54,60,1774,2.54
Telangana,Sugarcane,2020,1480,16,48,Black,49,56,55,993,4.1
Telangana,Sugarcane,2021,650,23,65,Loamy,50,54,45,1543,3.4
Telangana,Sugarcane,2022,603,30,53,Loamy,81,53,41,1381,3.56
Telangana,Sugarcane,2023,833,32,51,Black,97,22,25,3579,4.1
Telangana,Sugarcane,2024,603,25,95,Clay,95,24,60,4703,2.95
Telangana,Pulses,2015,1678,19,43,Sandy,78,27,58,2086,4.76
Telangana,Pulses,2016,429,30,95,Black,64,30,53,3887,2.47
Telangana,Pulses,2017,368,29,71,Alluvial,62,31,40,4283,3.08
Telangana,Pulses,2018,1947,19,54,Loamy,89,27,54,1897,5.04
Telangana,Pulses,2019,670,30,75,Alluvial,56,40,48,4034,2.78
Telangana,Pulses,2020,316,34,50,Clay,78,31,44,2296,2.2
Telangana,Pulses,2021,1677,34,91,Laterite,75,43,35,4249,4.57
Telangana,Pulses,2022,313,27,46,Sandy,79,59,41,3854,3.04
Telangana,Pulses,2023,740,15,45,Laterite,89,23,40,2984,3.48
Telangana,Pulses,2024,566,26,85,Laterite,72,28,25,4229,3.22
Telangana,Groundnut,2015,1159,31,63,Laterite,71,47,28,4819,3.73
Telangana,Groundnut,2016,605,20,77,Clay,42,39,57,3222,2.86
Telangana,Groundnut,2017,1105,17,93,Alluvial,50,24,37,3528,3.84
Telangana,Groundnut,2018,1447,15,75,Alluvial,95,24,45,3953,4.94
Telangana,Groundnut,2019,1930,32,44,Clay,74,43,32,3252,5.45
Telangana,Groundnut,2020,1836,19,48,Black,55,35,38,2873,4.87
Telangana,Groundnut,2021,1255,22,38,Black,56,24,39,2458,4.21
Telangana,Groundnut,2022,1080,21,93,Clay,70,43,49,3751,4.2
Telangana,Groundnut,2023,1328,19,58,Red,94,24,44,1237,4.06
Telangana,Groundnut,2024,1821,30,61,Black,63,57,42,4419,4.58
Telangana,Soybean,2015,1811,23,38,Laterite,100,36,52,3847,5.17
Telangana,Soybean,2016,630,19,41,Black,41,30,49,3974,3.3
Telangana,Soybean,2017,428,31,78,Black,96,59,35,3297,3.47
Telangana,Soybean,2018,912,31,56,Red,98,39,29,2893,3.82
Telangana,Soybean,2019,1782,20,56,Loamy,97,24,30,785,5.08
Telangana,Soybean,2020,685,31,56,Alluvial,69,44,46,1716,3.55
Telangana,Soybean,2021,1372,15,64,Laterite,53,45,52,1232,4.4
Telangana,Soybean,2022,1071,34,46,Loamy,75,35,55,1300,3.45
Telangana,Soybean,2023,772,19,31,Black,85,47,24,4337,3.83
Telangana,Soybean,2024,530,17,91,Black,76,59,36,3716,2.98
Telangana,Tea,2015,1153,33,43,Loamy,97,30,31,3174,3.78
Telangana,Tea,2016,1232,20,47,Sandy,86,57,48,4414,3.92
Telangana,Tea,2017,422,33,67,Alluvial,71,56,38,2684,2.59
Telangana,Tea,2018,447,20,44,Clay,48,46,27,2710,2.96
Telangana,Tea,2019,517,34,66,Laterite,67,49,51,1053,2.96
Telangana,Tea,2020,339,35,93,Laterite,61,43,35,3488,2.44
Telangana,Tea,2021,950,19,41,Clay,48,32,43,2278,3.86
Telangana,Tea,2022,1360,29,83,Alluvial,43,23,49,698,3.97
Telangana,Tea,2023,568,24,81,Clay,65,46,53,2809,3.22
Telangana,Tea,2024,1735,22,78,Laterite,41,60,53,2288,5.1
Telangana,Coffee,2015,797,28,33,Black,44,38,31,1546,3.56
Telangana,Coffee,2016,1487,18,73,Alluvial,76,60,54,1533,4.44
Telangana,Coffee,2017,1090,15,57,Black,81,50,44,4010,3.83
Telangana,Coffee,2018,1384,34,43,Black,62,36,48,4619,4.06
Telangana,Coffee,2019,739,31,32,Laterite,58,41,38,3443,2.75
Telangana,Coffee,2020,317,34,37,Alluvial,92,25,28,676,2.55
Telangana,Coffee,2021,1657,22,56,Clay,74,54,49,4130,4.79
Telangana,Coffee,2022,1300,25,49,Loamy,46,22,28,1734,4.13
Telangana,Coffee,2023,1595,34,50,Black,90,30,32,4077,4.86
Telangana,Coffee,2024,1873,26,32,Alluvial,56,25,33,1570,4.99
Tripura,Rice,2015,1144,17,92,Laterite,58,39,43,4692,4.07
Tripura,Rice,2016,519,20,78,Laterite,85,59,47,2691,3.3
Tripura,Rice,2017,543,33,84,Black,61,30,38,2363,2.57
Tripura,Rice,2018,932,27,44,Sandy,40,37,32,4739,3.39
Tripura,Rice,2019,1033,16,64,Black,63,56,54,3470,3.48
Tripura,Rice,2020,985,25,70,Loamy,47,50,56,3642,3.54
Tripura,Rice,2021,1781,23,37,Red,76,59,58,2984,5.13
Tripura,Rice,2022,326,32,35,Loamy,73,37,30,3793,2.34
Tripura,Rice,2023,1181,15,65,Black,81,43,45,3361,4.56
Tripura,Rice,2024,1494,21,47,Clay,78,37,40,1811,4.47
Tripura,Wheat,2015,482,21,46,Red,94,31,37,1753,3.27
Tripura,Wheat,2016,871,20,49,Sandy,96,25,36,3319,3.7
Tripura,Wheat,2017,1904,30,82,Red,47,46,42,2189,5.13
Tripura,Wheat,2018,477,33,78,Alluvial,52,37,44,3049,2.82
Tripura,Wheat,2019,1193,18,53,Red,86,48,28,4504,4.7
Tripura,Wheat,2020,1892,20,64,Red,51,34,42,708,4.82
Tripura,Wheat,2021,911,15,37,Black,58,44,20,4178,3.55
Tripura,Wheat,2022,1463,31,72,Sandy,73,59,49,1521,4.26
Tripura,Wheat,2023,1842,29,71,Alluvial,61,60,42,724,5.37
Tripura,Wheat,2024,998,35,89,Sandy,97,43,24,3543,3.53
Tripura,Maize,2015,1641,23,74,Black,70,47,36,3166,4.89
Tripura,Maize,2016,784,17,47,Sandy,45,32,40,911,3.52
